"bus-cycles","branch-instructions","cache-references","node-loads","branch-misses","node-stores","cache-misses","instructions","L1-icache-load-misses","branch-loads","LLC-load-misses","L1-dcache-loads","LLC-loads","L1-dcache-stores","L1-dcache-load-misses","iTLB-load-misses","class"
"22647","91458","12629","2158","4081","118","4092","472215","6411","91813","1997","138522","4279","76184","9511","240","worm"
"19995","87135","11649","1472","4062","66","3087","449031","6634","90802","1786","136075","4665","75204","9468","227","worm"
"21148","94320","14655","2150","5967","169","3286","491382","7010","135159","2440","176985","7009","114112","13262","494","worm"
"17451","78908","9339","1279","3721","32","2611","408650","4939","77882","1373","117831","3219","63872","7554","146","worm"
"53920","190710","29813","3258","10819","275","9281","974580","18751","198238","3214","306930","9319","163322","20348","766","worm"
"23907","89214","18487","1322","4073","214","3601","482878","11481","90747","1063","141958","4324","93144","11024","366","worm"
"20548","89127","12039","1541","4441","63","3226","459516","5909","88157","2177","132912","4020","72806","8672","218","worm"
"20405","81840","12487","1525","4422","48","3162","432927","6058","82700","2319","128588","4521","77275","9935","227","worm"
"3088","12432","1844","286","611","15","511","65024","854","12700","393","19239","696","11412","1441","32","worm"
"322845","1617179","161776","11942","28871","9265","26328","8627004","87982","1449929","14374","2334465","57245","1738074","245743","5099","worm"
"265318","1336983","134674","11785","22830","7731","23022","7115118","70502","1193369","14965","1903840","51366","1395590","206605","4556","worm"
"208364","1059966","106919","9801","16935","5521","17927","5557826","69545","1277461","13897","1994389","52059","1430989","222232","4829","worm"
"319187","1665845","174453","12787","26133","8480","23693","8743523","58133","1072044","11314","1669327","42996","1218163","187057","3974","worm"
"332514","1746161","185789","12165","27473","9121","23434","9185466","75443","1464836","12212","2264355","55816","1656177","259310","5447","worm"
"394972","2137476","217798","13859","32432","11029","27069","11000000","91952","1789117","11398","2749146","66607","2033720","321201","6832","worm"
"384156","2101299","210528","13429","31033","10556","26066","11000000","124217","2488598","12935","3818362","87106","2840695","445190","9412","worm"
"370049","2019564","199508","13803","29816","10024","25998","11000000","158587","3187904","15711","4903025","109620","3642560","568428","12074","worm"
"393235","2193545","213958","14439","31486","10156","26726","11000000","173964","3432235","16756","5279069","119370","3918423","612882","13048","worm"
"431721","2892119","208903","13970","31273","9615","25601","15000000","188561","3674843","17654","5650175","128541","4196872","656797","14064","worm"
"474656","3764391","193793","13335","30345","8947","24185","19000000","204362","4000270","18591","6149384","139236","4563296","715456","15321","worm"
"512849","4236827","198952","13755","31306","8952","24632","21000000","211137","4097325","19460","6298577","143666","4669344","731692","15680","worm"
"544919","4873560","189759","13321","30889","8456","23643","25000000","220934","4265560","20135","6558222","149966","4861614","761558","16283","worm"
"574473","5489570","178956","12718","30258","7950","22436","28000000","229765","4413630","20480","6785317","155443","5027995","787731","16896","worm"
"595802","5981444","168759","12084","29533","7485","21243","30000000","234068","4484869","20875","6896797","158501","5108455","801012","17172","worm"
"618700","6438707","159813","11780","28902","7072","20446","32000000","238942","4565771","21003","7019810","161478","5200863","815279","17553","worm"
"633769","6786055","151980","11393","28296","6709","19628","34000000","247904","4731894","21070","7274040","167290","5388506","845027","18245","worm"
"646492","7093522","145157","10874","27729","6375","18711","35000000","253577","4835974","21051","7434638","171055","5507899","863205","18624","worm"
"658939","7388975","138958","10385","27228","6072","17857","37000000","258406","4934542","20883","7585275","174157","5621191","880780","18979","worm"
"672662","7696062","132930","9958","26812","5797","17102","38000000","264484","5043532","20703","7751382","177857","5741852","900306","19451","worm"
"687508","8012931","127204","9562","26466","5546","16399","40000000","255116","5389597","19958","8510355","171614","5881886","868772","18742","worm"
"700639","8297730","121967","9189","26149","5316","15744","41000000","244641","5757128","19199","9318113","164599","6031238","835291","17966","worm"
"711191","8541672","117121","8842","25828","5103","15137","42000000","234984","6111188","18544","10000000","158170","6179243","804488","17252","worm"
"720288","8757886","112652","8520","25522","4908","14576","44000000","225964","6440178","17956","11000000","152220","6317196","773704","16588","worm"
"728767","8960480","108505","8219","25241","4727","14051","45000000","217605","6744399","17443","11000000","146740","6444654","746048","15974","worm"
"736476","9146651","104652","7935","24976","4558","13561","45000000","209840","7029905","16970","12000000","141654","6565019","719772","15404","worm"
"744042","9324497","101071","7679","24737","4402","13112","46000000","202611","7291568","16493","13000000","136884","6674336","695102","14872","worm"
"751037","9488297","97745","7445","24513","4255","12699","47000000","195874","7538293","16034","13000000","132421","6778029","672089","14377","worm"
"757495","9640379","94613","7216","24299","4119","12301","48000000","189562","7767303","15597","14000000","128234","6873841","650508","13913","worm"
"763389","9783186","91676","7001","24098","3990","11929","49000000","183645","7989880","15156","14000000","124278","6968904","630351","13479","worm"
"769167","9919689","88919","6800","23913","3870","11579","49000000","178083","8199584","14735","15000000","120554","7058608","611307","13070","worm"
"774709","10000000","86326","6612","23739","3756","11252","50000000","172848","8470188","14332","15000000","117042","7191809","593379","12686","worm"
"779838","10000000","83882","6434","23575","3649","10942","50000000","167915","8666026","13933","16000000","113714","7277934","578762","12323","worm"
"784971","10000000","81588","6279","23423","3548","10664","51000000","163252","8853425","13550","16000000","110562","7360866","565394","11981","worm"
"789322","10000000","79417","6132","23271","3453","10400","52000000","158842","9022847","13202","16000000","107594","7434101","552473","11657","worm"
"794282","10000000","77379","6015","23140","3362","10172","52000000","154666","9478769","12874","17000000","104786","7700195","539730","11350","worm"
"799721","11000000","75409","5868","23041","3276","9919","53000000","150702","9628391","12549","18000000","102107","7764247","526094","11059","worm"
"804909","11000000","73527","5722","22948","3195","9672","53000000","146937","9771794","12244","18000000","99565","7825931","514151","10783","worm"
"809760","11000000","71740","5584","22856","3117","9438","54000000","143356","9902141","11966","18000000","97159","7880573","501670","10520","worm"
"814519","11000000","70037","5451","22774","3042","9213","54000000","139944","10000000","11685","19000000","94852","7935792","490651","10269","worm"
"819090","11000000","68413","5325","22709","2972","8999","55000000","136691","10000000","11427","19000000","92662","7987515","479270","10031","worm"
"823305","11000000","66865","5205","22644","2904","8796","55000000","133590","10000000","11182","19000000","90575","8104041","468412","9803","worm"
"827492","11000000","65381","5089","22585","2840","8601","56000000","130623","10000000","10938","20000000","88570","8150819","458027","9585","worm"
"831386","11000000","63964","4980","22525","2778","8416","56000000","127787","11000000","10708","20000000","86655","8196974","448095","9377","worm"
"835142","11000000","62607","4875","22469","2719","8237","57000000","125070","11000000","10494","20000000","84827","8237296","438590","9177","worm"
"838625","12000000","61313","4775","22415","2662","8069","57000000","122466","11000000","10280","20000000","83067","8279978","430262","8986","worm"
"842140","12000000","60065","4677","22364","2608","7904","58000000","119968","11000000","10074","20000000","81378","8318257","421500","8803","worm"
"845534","12000000","58868","4584","22317","2556","7746","58000000","117573","11000000","9929","21000000","79809","8349383","413247","8627","worm"
"848601","12000000","57716","4494","22267","2506","7595","58000000","115269","11000000","9758","21000000","78269","8396453","405180","8457","worm"
"851741","12000000","56608","4408","22223","2458","7449","59000000","113054","11000000","9576","21000000","76772","8430895","397431","8295","worm"
"854764","12000000","55542","4325","22181","2411","7308","59000000","110922","11000000","9399","21000000","75329","8464539","389946","8138","worm"
"857673","12000000","54515","4245","22140","2367","7173","60000000","108875","11000000","9228","21000000","73942","8496785","383621","7988","worm"
"860478","12000000","53533","4172","22101","2324","7047","60000000","106896","11000000","9062","21000000","72601","8527026","376658","7842","worm"
"863086","12000000","52579","4097","22061","2282","6921","60000000","104989","11000000","8901","22000000","71307","8557492","369945","7702","worm"
"865602","12000000","51660","4026","22023","2242","6800","61000000","103149","12000000","8754","22000000","70067","8583994","364556","7567","worm"
"868129","12000000","50772","3956","21988","2203","6683","61000000","101372","12000000","8625","22000000","68883","8610178","358959","7437","worm"
"870558","12000000","49913","3889","21954","2166","6569","61000000","99656","12000000","8507","22000000","67746","8630542","353548","7311","worm"
"872913","12000000","49083","3824","21921","2130","6460","61000000","97998","12000000","8432","22000000","66686","8648580","347732","7189","worm"
"875191","12000000","48280","3762","21889","2095","6354","62000000","96395","12000000","8389","22000000","65690","8662654","342141","7071","worm"
"877394","13000000","47503","3701","21859","2061","6252","62000000","94842","12000000","8284","22000000","64662","8684628","337014","6957","worm"
"879528","13000000","46750","3642","21829","2028","6152","62000000","93339","12000000","8202","22000000","63687","8702533","332166","6847","worm"
"881578","13000000","46021","3586","21799","1997","6056","63000000","91886","12000000","8149","23000000","62770","8725794","327072","6740","worm"
"883582","13000000","45314","3530","21771","1966","5963","63000000","90475","12000000","8058","23000000","61841","8759872","322979","6636","worm"
"885428","13000000","44629","3477","21741","1936","5873","63000000","89107","12000000","7984","23000000","60954","8774787","318144","6536","worm"
"887215","13000000","43966","3425","21712","1907","5785","63000000","87783","12000000","7984","23000000","60168","8931762","313532","6438","worm"
"889052","13000000","43321","3375","21687","1879","5700","63000000","86494","12000000","7944","24000000","59362","8985680","309065","6343","worm"
"890841","13000000","42695","3326","21662","1852","5617","64000000","85242","12000000","7884","24000000","58558","8996579","304647","6251","worm"
"892549","13000000","42087","3278","21637","1826","5537","64000000","84031","12000000","7851","24000000","57804","9006232","300389","6162","worm"
"894210","13000000","41496","3232","21612","1800","5459","64000000","82852","12000000","7836","24000000","57087","9015507","296261","6075","worm"
"895824","13000000","40921","3187","21589","1775","5383","64000000","81704","12000000","7801","24000000","56370","9025761","292226","5991","worm"
"897391","13000000","40362","3144","21566","1751","5310","64000000","80587","12000000","7756","24000000","55661","9037211","288298","5909","worm"
"898938","13000000","39819","3101","21545","1727","5238","65000000","79503","13000000","7740","24000000","55003","9080951","284510","5829","worm"
"900443","13000000","39289","3060","21524","1704","5168","65000000","78451","13000000","7753","24000000","54390","9131697","280844","5752","worm"
"901816","13000000","38774","3020","21502","1681","5100","65000000","77425","13000000","7823","24000000","53849","9135943","277332","5676","worm"
"903182","13000000","38272","2980","21481","1660","5034","65000000","76429","13000000","7980","24000000","53413","9135355","274039","5603","worm"
"904554","13000000","37783","2942","21459","1638","4969","65000000","75461","13000000","8064","24000000","52919","9140866","270733","5531","worm"
"905840","13000000","37307","2905","21437","1618","4907","65000000","74512","13000000","8105","24000000","52394","9145306","267456","5461","worm"
"907166","13000000","36845","2870","21419","1597","4847","66000000","73582","13000000","8013","24000000","51749","9158510","264128","5393","worm"
"908469","13000000","36392","2835","21402","1578","4787","66000000","72675","13000000","7917","25000000","51115","9171595","260880","5327","worm"
"909729","13000000","35949","2800","21384","1558","4729","66000000","71790","13000000","7823","25000000","50495","9183165","257707","5262","worm"
"910959","13000000","35517","2767","21368","1540","4672","66000000","70925","13000000","7730","25000000","49889","9196847","254612","5198","worm"
"912160","13000000","35095","2734","21351","1521","4616","66000000","70082","13000000","7639","25000000","49297","9208857","251960","5136","worm"
"913333","13000000","34683","2702","21335","1503","4562","66000000","69258","13000000","7550","25000000","48719","9220427","250137","5076","worm"
"914420","13000000","34281","2670","21318","1486","4509","67000000","68454","13000000","7462","25000000","48154","9231666","247399","5017","worm"
"915479","13000000","33890","2640","21301","1469","4457","67000000","67668","13000000","7377","25000000","47603","9242584","244566","4959","worm"
"916574","14000000","33506","2610","21286","1452","4406","67000000","66900","13000000","7303","25000000","47072","9251710","241802","4903","worm"
"917645","14000000","33131","2580","21271","1436","4357","67000000","66149","13000000","7224","25000000","46548","9313046","239098","4848","worm"
"918691","14000000","32764","2552","21257","1420","4309","67000000","65415","13000000","7144","25000000","46032","9323223","236450","4794","worm"
"919716","14000000","32405","2524","21243","1404","4261","67000000","64696","13000000","7066","25000000","45528","9333558","233858","4741","worm"
"920699","14000000","32054","2496","21229","1389","4215","67000000","63994","13000000","6991","25000000","45035","9344527","231324","4690","worm"
"921865","14000000","31710","2470","21218","1374","4170","67000000","63307","13000000","6916","25000000","44553","9355261","229582","4639","worm"
"11463","37940","8057","1104","2219","111","2419","202065","3711","37190","897","55422","2360","38598","5539","84","backdoor"
"1551","5055","1096","165","284","17","333","27097","500","4916","145","7322","330","5003","706","11","backdoor"
"29560","126030","20008","1769","5514","146","4098","640778","8787","108108","2086","165826","5987","99237","13462","388","backdoor"
"26211","117761","14783","1666","7001","48","4182","603208","7805","117250","1881","186724","4788","91070","11145","371","backdoor"
"30139","123550","20744","1800","5480","158","4238","635653","9501","124724","1847","192720","6969","115862","15797","428","backdoor"
"25893","107654","17004","1735","5033","155","4226","558601","8106","111175","1996","170120","5865","102265","13651","311","backdoor"
"27371","110593","19057","2006","5209","254","4385","571953","8074","111163","1885","170023","5747","102059","13866","279","backdoor"
"33586","137058","23978","2309","6192","171","5165","693610","10789","145030","2608","224120","8527","139679","17052","421","backdoor"
"29290","124913","21489","1776","5741","172","4094","641809","9037","108716","1913","167584","5952","100057","13807","475","backdoor"
"35569","133657","18469","2591","7071","133","5148","687267","8595","131289","2700","210534","5782","106208","13093","376","backdoor"
"18252","98185","7759","661","2732","174","1716","538874","3769","99248","735","158598","2186","100258","5438","130","backdoor"
"21556","93201","12454","1653","4369","80","3348","479466","6801","96948","1885","145628","4843","80063","10151","219","backdoor"
"24194","106212","16248","1771","4743","76","3824","549068","9464","124846","2250","191683","7245","114769","15415","402","backdoor"
"35871","129532","21785","2032","5666","146","4794","663182","9883","128563","2638","193946","7571","118123","15677","467","backdoor"
"27768","115219","13621","2021","6601","127","4297","602774","6906","114178","1882","183213","4500","88248","10683","356","backdoor"
"9119","39211","6801","465","1510","56","1008","214791","2671","39048","466","60341","1879","42224","5609","75","backdoor"
"22087","104767","12644","1607","4737","94","3337","538452","6265","106771","1773","161416","4231","88742","10090","301","backdoor"
"20882","90713","13257","1378","4471","96","3032","473021","6731","104743","1736","160995","5493","96227","13245","268","backdoor"
"30816","121146","25602","3911","8508","367","6171","620772","5986","93185","2173","143516","4563","85788","11252","200","backdoor"
"6041","27195","5285","259","1369","30","677","147648","2489","27881","543","40901","1521","29123","3950","16","backdoor"
"1022","4069","912","67","206","8","147","22370","408","4088","106","6055","250","4230","579","2","backdoor"
"28115","122076","19207","1740","7102","136","3914","620710","7851","111529","3204","156242","6385","101802","12750","388","backdoor"
"13193","55432","7370","747","1912","12","2465","288184","5435","59603","1234","91360","2654","58079","5256","368","backdoor"
"854","3548","507","45","124","1","169","18487","328","3622","68","5658","154","3526","297","25","backdoor"
"551","2122","319","33","75","1","144","11076","199","2227","39","3519","90","2165","169","16","backdoor"
"418","1641","240","24","55","1","110","8574","156","1780","30","2836","69","1729","129","13","backdoor"
"416","1422","215","23","48","1","114","7437","138","1576","25","2524","60","1530","110","12","backdoor"
"384","1275","198","23","44","1","117","6674","126","1427","22","2297","53","1385","100","11","backdoor"
"366","1188","189","23","41","1","119","6219","118","1328","20","2146","49","1290","91","10","backdoor"
"336","1132","173","20","37","1","108","5933","112","1259","18","2041","46","1223","85","10","backdoor"
"325","1077","168","20","36","1","110","5646","106","1202","17","1954","43","1168","80","9","backdoor"
"318","1040","164","20","35","1","112","5452","103","1176","16","1915","42","1143","79","9","backdoor"
"310","1005","161","20","34","1","113","5271","99","1136","15","1854","40","1104","75","9","backdoor"
"304","975","158","20","33","1","114","5115","97","1103","14","1802","39","1072","72","9","backdoor"
"308","955","156","20","33","1","116","5013","95","1085","14","1777","38","1055","72","9","backdoor"
"322","934","154","20","32","1","116","4900","93","1061","13","1739","37","1031","70","9","backdoor"
"352","920","153","20","32","1","117","4828","90","1039","13","1704","36","1009","68","8","backdoor"
"338","904","148","19","31","1","112","4744","89","1027","12","1686","36","997","67","8","backdoor"
"334","893","147","19","30","1","113","4691","89","1019","12","1675","36","990","69","8","backdoor"
"329","882","146","19","30","1","113","4629","88","1005","12","1654","36","977","67","8","backdoor"
"323","870","145","19","30","1","114","4570","87","996","12","1640","35","968","66","8","backdoor"
"326","863","145","19","30","1","115","4534","86","985","11","1623","35","958","65","8","backdoor"
"321","855","144","19","30","1","114","4489","86","978","11","1612","34","951","65","8","backdoor"
"324","846","140","19","29","1","111","4445","85","971","11","1602","34","944","65","8","backdoor"
"343","841","140","19","29","1","111","4419","84","966","11","1593","34","939","64","8","backdoor"
"357","837","139","19","29","1","112","4395","84","959","10","1584","33","932","63","8","backdoor"
"352","831","139","19","29","1","112","4364","83","956","10","1579","33","929","62","8","backdoor"
"351","827","139","19","29","1","113","4345","82","948","10","1567","33","921","61","8","backdoor"
"347","822","139","19","28","1","114","4318","82","942","10","1558","32","916","60","8","backdoor"
"340","817","138","19","28","1","111","4290","81","939","10","1552","32","912","60","8","backdoor"
"342","814","138","19","28","1","112","4275","81","935","10","1547","32","909","59","8","backdoor"
"338","809","138","19","28","1","112","4251","80","932","9","1542","32","906","59","7","backdoor"
"21122","84164","11006","1622","4127","65","3634","433671","5365","84616","1453","127333","3529","69899","8264","237","backdoor"
"20472","93575","12465","1442","4300","123","2985","486415","10057","263010","4419","170667","8146","140926","13879","1384","backdoor"
"27274","128401","15485","1841","6793","94","4019","661075","8589","150080","3373","237119","7710","137340","18322","383","backdoor"
"27898","107649","17850","1946","5388","183","4399","556901","9183","124582","1923","191220","6927","114799","15551","391","backdoor"
"1662","5540","2357","52","427","4","128","29745","1092","5374","78","7980","399","5935","987","1","backdoor"
"118873","526672","75602","5106","18381","1031","12044","2739337","44064","514798","6532","847120","24122","565412","74003","1862","backdoor"
"613","2692","390","27","94","5","64","14005","232","2701","35","4445","127","2966","389","10","backdoor"
"413","1804","262","18","64","4","44","9383","155","1807","23","2974","85","1984","260","7","backdoor"
"364","1418","236","17","55","3","50","7371","134","1425","21","2345","71","1555","206","6","backdoor"
"370","1417","237","17","55","3","51","7366","134","1424","21","2344","71","1554","206","6","backdoor"
"332","1188","221","16","50","3","54","6171","121","1193","18","1963","62","1294","174","5","backdoor"
"23177","91989","12393","1741","4263","71","3569","472473","6338","90717","1674","136459","3971","74628","9006","285","backdoor"
"16048","61836","9437","1322","3448","50","2872","329199","4897","59990","1502","93393","3064","52044","6706","119","backdoor"
"16444","65341","9797","1274","3450","40","2925","348115","5322","65912","1747","103655","3240","57575","7123","182","backdoor"
"6367","29540","5509","407","1465","10","913","161147","2321","30017","796","44581","1815","31750","4254","16","backdoor"
"24648","109216","16778","1740","4975","111","4093","565622","7996","111613","1865","171289","5820","102435","13798","280","backdoor"
"29211","116493","20211","2394","5660","199","4852","605340","9179","112209","3482","172246","6760","103178","14354","383","backdoor"
"42923","198570","23013","1543","5232","451","3989","1161240","9406","203163","1584","359084","6834","248518","19900","611","backdoor"
"26106","137147","12119","1324","3086","87","3776","726763","7140","142347","1625","220873","4392","133445","9791","605","backdoor"
"24587","102759","20339","2696","7630","281","4994","526879","5791","91442","1558","140408","4307","84601","11233","207","backdoor"
"20505","87985","12496","1564","4317","102","3063","456973","5682","87840","1494","134650","4058","80265","10168","176","backdoor"
"9850","37630","8150","871","1675","70","1607","201751","3283","37452","685","55626","2298","38165","5380","45","backdoor"
"1592","6174","1155","173","225","14","274","33488","497","6862","156","10305","383","6738","811","6","backdoor"
"19392","90092","11536","1511","4075","26","3140","463078","6445","91408","1772","137318","4009","75187","8953","237","backdoor"
"20846","90405","20474","2087","5876","261","3693","467266","5892","88836","1374","137175","4164","82292","10590","155","backdoor"
"19360","90813","10893","1397","3960","37","3080","468604","6630","94808","1778","142962","4197","79271","9201","247","backdoor"
"20199","90133","12037","1523","4411","63","3243","462579","6346","92027","1663","138949","3863","75370","8572","260","backdoor"
"21681","94661","14005","1540","4414","94","3386","492486","8845","134988","1906","167171","7307","128727","13131","307","backdoor"
"258302","1545523","200255","5085","64305","1217","11058","7712254","75907","1550793","7268","2113304","68536","1169232","176303","3046","backdoor"
"2834","16123","2166","76","675","16","208","80559","838","16478","91","22535","740","12571","1884","33","backdoor"
"18769","85218","10416","1368","3968","25","2877","440142","5911","91554","1744","137349","3883","76580","9097","219","backdoor"
"29310","125737","20265","1857","5578","203","4250","654794","8742","123190","1984","191770","6777","120691","16890","313","backdoor"
"19486","87900","11872","1466","4209","64","3083","452890","5746","87562","1546","131237","3647","72435","8433","248","backdoor"
"27106","115115","20555","1804","5654","174","4329","588081","7969","110769","1890","169852","5680","101454","13831","261","backdoor"
"7762","33625","5252","348","1433","10","957","185007","2586","34381","437","51840","1294","30987","3507","123","backdoor"
"27330","111596","19218","1674","5089","134","3665","573373","6692","99408","1779","152731","4980","91849","12221","243","backdoor"
"24363","87918","11997","1698","4026","94","3627","453715","7036","91773","2246","137510","4655","75974","9679","246","backdoor"
"12669","77450","8474","278","3718","110","534","441745","6389","154102","608","244689","6186","142048","16041","262","backdoor"
"1796","5727","2360","52","508","3","204","31098","1210","5634","70","8366","393","6084","940","0","backdoor"
"25878","111468","16740","1740","4952","119","4017","576712","8921","111483","3346","171489","6246","102852","13766","326","backdoor"
"992215","4536172","9515","1349","86626","345","2971","49224235","4754","4298940","2026","27612200","3647","9835042","12891","236","backdoor"
"995230","4579968","5584","801","87368","238","1792","50013891","3142","4057562","1142","26261506","2508","9308844","8005","457","backdoor"
"997983","4599198","5542","897","87610","239","1969","50289303","2255","4241609","976","27556547","2011","9750443","5927","312","backdoor"
"1000181","4614952","5172","838","87490","224","1842","50494619","1781","4344688","995","28272804","1840","9995839","4949","236","backdoor"
"1000953","4621719","5059","865","87333","232","1846","50585082","1484","4395115","889","28636131","1591","10118354","4151","189","backdoor"
"1001682","4627913","4727","872","87288","240","1809","50676354","1267","4423260","832","28842537","1440","10188090","3636","158","backdoor"
"1003601","4640333","4178","791","87536","237","1637","50838925","1122","4469806","807","29163500","1348","10299131","3286","136","backdoor"
"1003674","4641092","4110","833","87500","259","1728","50861413","1018","4488519","778","29298602","1264","10345082","3012","119","backdoor"
"1003166","4641298","3932","837","87429","266","1714","50876534","933","4504390","758","29411642","1210","10383592","2807","106","backdoor"
"304765","2906763","249169","8579","43648","167","9036","12440294","114454","13264017","12320","12318005","190562","6289307","446214","1606","benign"
"12215","72863","14559","69","1579","35","141","352378","211820","11041870","2297","11283663","134691","5305569","421906","5732","benign"
"134826","1416223","77912","9734","17642","835","21119","5240917","280899","7996534","5998","8211282","175334","3943869","414579","6900","benign"
"9763","37751","15630","319","2604","126","529","173069","83971","6858402","13541","7143788","53539","3635550","224400","1913","benign"
"234430","2014076","147111","17816","37622","627","31425","8143041","86948","9419320","6458","10718024","53370","5088940","456877","1097","benign"
"33259","132906","26712","2852","4300","398","6872","666327","87557","10480639","14817","11933140","40690","5752112","458950","200","benign"
"99905","1302632","44951","2993","24151","80","3730","4691988","178476","11360116","1558","12250172","106983","5667859","407026","5059","benign"
"92912","1347000","55062","704","12409","109","1024","4909887","11440","363915","8724","442795","8180","192876","20476","405","benign"
"96964","1385721","57160","998","12575","107","1237","5076095","263273","7174103","956","8627355","141403","3879961","344924","3347","benign"
"119699","1437453","73205","914","27324","132","1160","5346231","236890","9531586","210","11035498","212782","4804536","415494","1384","benign"
"29067","50395","19704","6064","3117","287","15856","250784","274701","8493104","5763","9805413","197810","4557277","447415","1610","benign"
"11420","45046","16355","751","2128","177","1929","223408","244480","9003962","10718","9974819","211586","4356294","443989","5513","benign"
"10594","59255","14895","322","1837","77","535","287649","224412","8088696","9448","9200820","163189","4263949","445203","8087","benign"
"4447","16050","8729","136","1114","40","219","71197","139425","8330999","6128","9488161","89045","4107978","372204","4860","benign"
"145804","1593327","81897","6790","27339","368","7553","6093196","14935","223133","7890","287390","32725","136232","56044","811","benign"
"269897","2078008","237016","10586","46770","785","16228","9959476","72870","1512938","6603","1927418","44097","990403","103368","7681","benign"
"121099","1434076","74013","1164","29238","134","1714","5320018","308798","11710158","5037","14623536","86148","8000060","258304","6589","benign"
"8760","34801","13153","353","1236","81","492","169001","326867","12985378","3666","16149589","97485","8809131","309648","5274","benign"
"7383","13585","5479","1227","1151","87","3110","71518","321031","12835413","1802","15886470","94654","8597384","290112","4578","benign"
"189270","1770185","112015","12934","35673","621","17737","6963337","317367","12794874","1618","16183560","113269","8909107","341839","4811","benign"
"13971","77443","15231","542","1871","54","1010","371930","312542","12697757","22394","16096044","117096","8849746","354689","4496","benign"
"8681","29625","13483","350","1400","84","611","136654","162106","12399142","5252","13205976","100250","6722160","307510","6298","benign"
"116844","1531746","77244","2402","14395","158","2724","5819257","118181","3810171","14129","4527108","53336","2380963","118889","3787","benign"
"12785","77984","14965","77","1638","42","166","374152","23899","6056982","22662","5950624","22300","2812513","45813","1947","benign"
"106244","1353577","59478","608","25581","92","799","4942512","204604","10845392","6611","12110114","108913","5899536","326044","7057","benign"
"126098","1475511","74589","2389","29190","133","2710","5540194","82926","10409639","5808","12240889","76160","5445402","549838","481","benign"
"93201","1264281","41017","332","25511","45","439","4519337","72920","11385178","5924","13491172","44446","5959690","543166","372","benign"
"13134","80217","15400","44","1707","41","96","386228","81607","10822873","6921","12756958","68006","5591226","526075","632","benign"
"120242","1276120","47370","8525","26144","548","20863","4570733","128846","11008790","1750","13007010","58977","5733214","526706","1345","benign"
"114258","1377154","61078","2525","26915","161","3668","5059989","287420","9743823","545","11671985","212392","5181716","472426","2450","benign"
"13455","82039","15236","116","1629","42","217","395480","259615","9203462","34","10670228","227421","4788468","480007","2435","benign"
"19125","33735","15039","4545","2082","208","9725","159078","241753","8782996","12125","9773796","243768","4429081","481671","1961","benign"
"9268","14270","6605","1504","1269","85","5071","73111","296782","8420163","16050","9973181","177248","4892583","501100","8493","benign"
"689897","6132351","284083","25467","100776","1713","47368","25946939","83134","19781473","14785","19692009","63639","9251893","174182","2834","benign"
"999536","11785639","91291","1358","190232","687","2487","52706356","183915","14386102","5440","15011826","113311","7121407","266891","4310","benign"
"981471","8851353","310848","9706","171188","1969","20173","37513880","147101","9252648","11236","10739586","118530","5651207","431471","1845","benign"
"952939","8314750","393916","9811","110487","842","17493","32274662","198054","8428572","3128","9207764","156804","4677675","403331","3742","benign"
"1010921","6414581","561106","51861","158953","7832","87934","28074759","92930","11306680","16132","12504890","19983","6872391","181642","1860","benign"
"989030","20354033","644646","5421","50423","134","5881","89319458","235836","8998358","1620","10442090","67836","5843759","262509","4511","benign"
"1001477","21370015","703688","200","42578","1","211","93047883","136378","11592595","12171","12934827","16101","7215742","176888","662","benign"
"990304","21014957","654188","207","51457","0","207","92085651","179443","9672235","7449","10958290","49875","6085433","240966","2695","benign"
"1001185","21237812","665597","153","48729","6","170","93269620","143322","10295838","15","11587698","34894","6403048","224981","2242","benign"
"1001058","21354241","699745","95","40473","4","100","93129767","74066","12109328","5096","13411072","395","7414331","177889","73","benign"
"988955","21008602","662921","306","52390","6","318","91717999","110831","5683900","1396","6484917","33784","3578789","147545","2119","benign"
"997408","14864103","314438","1128","95420","350","2647","61557058","17678","287658","1106","317730","11086","176400","17729","1487","benign"
"978432","11130936","304635","13648","120267","820","25286","47177168","96185","1184893","286","1467053","45081","891197","93943","6101","benign"
"994128","8117752","443390","2600","110184","530","5647","31895471","60411","1377147","122","1690418","50802","1034014","104614","7186","benign"
"663683","7493165","188207","6701","107258","1327","13345","33043380","1446","719423","573","889386","29163","542470","56789","4262","benign"
"696821","6759070","109456","5970","62190","344","10592","28091493","2718","6236","859","7777","714","4520","958","161","benign"
"995855","10715587","80712","5865","83113","369","6291","44577628","1208","8307","555","10909","1230","7004","1591","289","benign"
"961140","11239510","179411","13638","97166","613","22399","47951741","4009","6082","1020","7554","641","4354","849","174","benign"
"61122","303392","30633","6054","9492","283","19340","1276845","1373","11905","548","16073","1423","10522","1827","332","benign"
"63925","536410","45462","686","14241","96","1469","2207726","3729","6084","1091","7554","652","4354","874","157","benign"
"268873","2136588","177990","8350","44111","668","22867","8939317","1370","8385","546","11001","1285","7075","1647","264","benign"
"278267","2226811","163209","2978","43356","163","6463","9626188","1316","6091","537","7569","660","4371","857","161","benign"
"999856","8946902","519763","2430","52101","60","3263","39298987","3993","6110","1040","7581","643","4381","879","165","benign"
"998857","8932611","521795","717","33911","2","752","37455894","1139","11863","536","16121","1430","10512","1858","341","benign"
"1000415","8635112","546446","18","23306","0","20","34718001","2953","6080","882","7548","633","4354","866","165","benign"
